BOOK,X,Y,FACET,TEXT
1400 Trammel,1399,1798,tra,"1400, 1800"
1400 Trammel,1400,1900,tra,"1400, 1900"
1400 Trammel,1400,2000,tra,"1400, 2000"
1400 Trammel,1401,2100,tra,"1400, 2100"
1400 Trammel,1400,2200,tra,"1400, 2200"
1400 Trammel,1400,2300,tra,"1400, 2300"
1400 Trammel,1400,2400,tra,"1400, 2400"
1400 Trammel,1407,2500,tra,"1400, 2500"
1400 Trammel,1400,2600,tra,"1400, 2600"
1400 Trammel,1400,2800,tra,"1400, 2800"
1400 Trammel,1385,2900,tra,"1400, 2900"
1400 Trammel,1400,3000,tra,"1400, 3000"
1400 Trammel,1400,3100,tra,"1400, 3100"
1400 Trammel,1400,3189,tra,"1400, 3200"
Alchemists,678,2494,tra,Hut O' Magics
Alchemists,678,2494,fel,Hut O' Magics
Alchemists,1589,1664,tra,Incantations & Enchantments
Alchemists,1589,1664,fel,Incantations & Enchantments
Alchemists,1574,1720,tra,Sage Advice
Alchemists,1488,1572,tra,Sorcerer's Delight
Alchemists,1488,1572,fel,Sorcerer's Delight
Alchemists,1508,1662,fel,Ethereal Goods
Alchemists,1426,3992,tra,Jhelom Mage
Alchemists,1426,3992,fel,Jhelom Mage
Alchemists,4419,1136,tra,Herbal Splendor
Alchemists,4424,1108,tra,Moonglow Reagent Shop
Alchemists,4451,1096,tra,Moonglow's Finest Alchemy
Alchemists,4424,1108,fel,Moonglow Reagent Shop
Alchemists,4451,1096,fel,Moonglow's Finest Alchemy
Alchemists,3466,2566,tra,New Haven Reagent Shop
Alchemists,1106,1716,tra,Reagent Shoppe
Alchemists,1116,1715,tra,Tricks of the Trade
Alchemists,3632,2537,fel,Sorcerer's Guild
Alchemists,1106,1716,fel,Reagent Shoppe
Alchemists,1116,1715,fel,Tricks of the Trade
Alchemists,3009,3360,tra,Britannian Herbs
Alchemists,3005,3360,tra,Serpent's Spells
Alchemists,3009,3360,fel,Britannian Herbs
Alchemists,3005,3360,fel,Serpent's Spells
Alchemists,656,2144,tra,Mystic Treasures
Alchemists,609,2184,tra,Mages' Menagerie
Alchemists,656,2144,fel,Mystic Treasures
Alchemists,609,2184,fel,Mages' Menagerie
Alchemists,1852,2709,tra,Encyclopedia Magicka
Alchemists,1852,2709,fel,Encyclopedia Magicka
Alchemists,2883,657,tra,Bubbling Brew
Alchemists,2912,680,tra,Magical Light
Alchemists,3000,833,tra,Magician's Friend
Alchemists,2883,656,fel,Bubbling Brew
Alchemists,2912,680,fel,Magical Light
Alchemists,3000,833,fel,Magician's Friend
Alchemists,1000,523,mal,Sage's Refuge
Alchemists,912,456,mal,Luna
Alchemists,2039,1384,mal,Necromancer Amphitheater
Alchemists,682,1292,tok,Zento
Alchemists,1506,614,ils,Montor Desert
1700-1900 Malas,1700,126,mal,"1700, 100"
1700-1900 Malas,1700,200,mal,"1700, 200"
1700-1900 Malas,1700,283,mal,"1700, 300"
1700-1900 Malas,1700,400,mal,"1700, 400"
1700-1900 Malas,1700,600,mal,"1700, 600"
1700-1900 Malas,1700,700,mal,"1700, 700"
1700-1900 Malas,1700,900,mal,"1700, 900"
1700-1900 Malas,1700,1000,mal,"1700, 1000"
1700-1900 Malas,1700,1200,mal,"1700, 1200"
1700-1900 Malas,1700,1300,mal,"1700, 1300"
1700-1900 Malas,1700,1400,mal,"1700, 1400"
1700-1900 Malas,1700,1500,mal,"1700, 1500"
1700-1900 Malas,1700,1800,mal,"1700, 1800"
1700-1900 Malas,1801,123,mal,"1800, 100"
1700-1900 Malas,1800,200,mal,"1800, 200"
1700-1900 Malas,1800,300,mal,"1800, 300"
1700-1900 Malas,1809,402,mal,"1800, 400"
1700-1900 Malas,1800,500,mal,"1800, 500"
1700-1900 Malas,1800,600,mal,"1800, 600"
1700-1900 Malas,1800,700,mal,"1800, 700"
1700-1900 Malas,1800,900,mal,"1800, 900"
1700-1900 Malas,1800,971,mal,"1800, 1000"
1700-1900 Malas,1800,1100,mal,"1800, 1100"
1700-1900 Malas,1800,1200,mal,"1800, 1200"
1700-1900 Malas,1800,1300,mal,"1800, 1300"
1700-1900 Malas,1800,1400,mal,"1800, 1400"
1700-1900 Malas,1800,1500,mal,"1800, 1500"
1700-1900 Malas,1800,1800,mal,"1800, 1800"
1700-1900 Malas,1900,123,mal,"1900, 100"
1700-1900 Malas,1900,200,mal,"1900, 200"
1700-1900 Malas,1901,306,mal,"1900, 300"
1700-1900 Malas,1900,400,mal,"1900, 400"
1700-1900 Malas,1898,500,mal,"1900, 500"
1700-1900 Malas,1900,600,mal,"1900, 600"
1700-1900 Malas,1912,688,mal,"1900, 700"
1700-1900 Malas,1900,800,mal,"1900, 800"
1700-1900 Malas,1900,1111,mal,"1900, 1100"
1700-1900 Malas,1900,1200,mal,"1900, 1200"
1700-1900 Malas,1900,1300,mal,"1900, 1300"
1700-1900 Malas,1900,1400,mal,"1900, 1400"
1700-1900 Malas,1900,1500,mal,"1900, 1500"
1700-1900 Malas,1900,1600,mal,"1900, 1600"
1700-1900 Malas,1900,1700,mal,"1900, 1700"
1700-1900 Malas,1900,1800,mal,"1900, 1800"
Daily Rares,3656,2505,fel,Full Jars
Daily Rares,0,0,fel,Tall Candle
Daily Rares,0,0,tra,Closed Barrel
Daily Rares,0,0,fel,Closed Barrel
Daily Rares,0,0,fel,Closed Barrel
Daily Rares,0,0,tra,Closed Barrel
Daily Rares,2638,2080,tra,Basket
Daily Rares,2684,2058,tra,Rocks
Daily Rares,2684,2058,fel,Rocks
Daily Rares,2638,2080,fel,Basket
Daily Rares,1137,2222,tra,Basket
Daily Rares,1136,2223,fel,Basket
Daily Rares,1133,2219,tra,Basket
Daily Rares,1133,2219,fel,Basket
Daily Rares,3786,1120,tra,Basket
Daily Rares,3787,1122,fel,Basket
Daily Rares,286,984,tra,Fruit Basket
Daily Rares,286,984,fel,Fruit Basket
Daily Rares,0,0,tra,Tall Candle
Daily Rares,898,1627,tra,Rock
Daily Rares,898,1627,fel,Rock
Daily Rares,2112,1310,mal,Tasty Meat Pie
Daily Rares,150,947,ils,Broken Chair
Daily Rares,1374,2286,fel,Hay
Daily Rares,0,0,fel,Hay
Daily Rares,4548,2399,tra,Seaweed
Daily Rares,4548,2399,fel,Seaweed
Zento (Tokuno),781,1227,tok,Satori Healing Garden
Zento (Tokuno),766,1255,tok,Mibu Blacksmith
Zento (Tokuno),790,1284,tok,Yume Stables
Zento (Tokuno),789,1302,tok,Kagome Bowyer
Zento (Tokuno),768,1298,tok,Iroha Armorer and Musha-Shugyo Dojo
Zento (Tokuno),736,1283,tok,Zento Provides
Zento (Tokuno),718,1301,tok,Good Fortunes Jewelry
Zento (Tokuno),707,1300,tok,Sasara Magical Supplies and Remedies
Zento (Tokuno),710,1270,tok,Koku Kitchens
Zento (Tokuno),675,1280,tok,Rokuon Cultural Center and Shops
Zento (Tokuno),728,1254,tok,Zento Bank
Zento (Tokuno),729,1229,tok,Suteki Na Craftworks
Zento (Tokuno),694,1229,tok,Sake Saka Tavern
Zento (Tokuno),677,1220,tok,Miyabi Inn
Zento (Tokuno),716,1161,tok,Shrine of Makoto
Zento (Tokuno),713,1358,tok,Zento Docks
Zento (Tokuno),759,1219,tok,Jade Carver
Monster Guide T-Z,1728,974,mal,Tormented Minotaur
Monster Guide T-Z,1344,769,tok,Travesty
Monster Guide T-Z,1717,2997,tra,Troglodyte
Monster Guide T-Z,1313,1091,tra,Troll
Monster Guide T-Z,498,400,tok,Tsuki Wolf
Monster Guide T-Z,4195,3264,tra,Tyball's Shadow
Monster Guide T-Z,0,0,tra,Unbound Energy Vortex
Monster Guide T-Z,37,41,ter,Undead Gargoyle
Monster Guide T-Z,37,71,ter,Undead Guardian
Monster Guide T-Z,3785,1096,tra,Unfrozen Mummy
Monster Guide T-Z,1550,1188,ils,Unicorn
Monster Guide T-Z,1300,1078,tra,Ursadane
Monster Guide T-Z,514,3082,ter,Usagralem Ballem
Monster Guide T-Z,1033,1156,ils,Valorite Elemental
Monster Guide T-Z,424,201,mal,Vampire Bat
Monster Guide T-Z,2498,921,tra,Vampire Mongbat
Monster Guide T-Z,999,627,mal,Vanguard Controller*
Monster Guide T-Z,514,3082,ter,Vasanord
Monster Guide T-Z,2386,836,tra,Venom Elemental
Monster Guide T-Z,1033,1156,ils,Verite Elemental
Monster Guide T-Z,2386,836,tra,Vicious Drake
Monster Guide T-Z,2386,836,tra,Vile Cadaver
Monster Guide T-Z,1456,1475,ils,Virulent
Monster Guide T-Z,37,41,ter,Vitavi Renowned
Monster Guide T-Z,999,627,mal,Void Daemon*
Monster Guide T-Z,37,41,ter,Void Manifestation
Monster Guide T-Z,2386,836,tra,Vortex Elemental
Monster Guide T-Z,412,253,mal,Wailing Banshee
Monster Guide T-Z,412,253,mal,Wanderer of the Void
Monster Guide T-Z,2386,836,tra,War Alligator
Monster Guide T-Z,0,0,tra,Water Elemental
Monster Guide T-Z,2386,836,tra,Water Elemental (Covetous)
Monster Guide T-Z,588,1644,tra,Whipping Vine
Monster Guide T-Z,0,0,tra,White Wyrm
Monster Guide T-Z,37,41,ter,Wight
Monster Guide T-Z,0,0,tra,Wind Elemental
Monster Guide T-Z,628,1522,ils,Wisp
Monster Guide T-Z,4195,3264,tra,Wolf Spider
Monster Guide T-Z,1381,1494,tra,Wraith
Monster Guide T-Z,1176,2639,tra,Wyvern
Monster Guide T-Z,37,41,ter,Wyvern Renowned
Monster Guide T-Z,1098,418,tok,Yamandon
Monster Guide T-Z,261,787,tok,Yomotsu Elder
Monster Guide T-Z,261,787,tok,Yomotsu Priest
Monster Guide T-Z,261,787,tok,Yomotsu Warrior
Monster Guide T-Z,1267,2328,fel,Zealot of Khaldun Knight
Monster Guide T-Z,1267,2328,fel,Zealot of Khaldun Summoner
Monster Guide T-Z,1381,1494,tra,Zombie
Monster Guide A-B,236,46,ils,Abominable Snowman
Monster Guide A-B,588,1644,tra,Abscess
Monster Guide A-B,0,0,fel,Abyssal Abomination
Monster Guide A-B,412,253,mal,Abyssal Horror
Monster Guide A-B,0,0,fel,Abyssal Infernal
Monster Guide A-B,0,0,tra,Acid Elemental
Monster Guide A-B,37,42,ter,Acid Elemental [Renowned]
Monster Guide A-B,37,42,ter,Acid Slug
Monster Guide A-B,1032,1156,ils,Agapite Elemental
Monster Guide A-B,0,0,tra,Air Elemental
Monster Guide A-B,1981,1019,ils,Ancient Lich
Monster Guide A-B,37,42,ter,Ancient Lich [Renowned]
Monster Guide A-B,1448,319,ils,Ancient Wyrm
Monster Guide A-B,2545,852,tra,Angered Spirit
Monster Guide A-B,514,3082,ter,Anlorlem
Monster Guide A-B,514,3082,ter,Anlorvaglem
Monster Guide A-B,514,3082,ter,Anlorzen
Monster Guide A-B,0,0,tra,Ant Lion
Monster Guide A-B,514,3082,ter,Anzuanord
Monster Guide A-B,832,777,ils,Arcane Daemon
Monster Guide A-B,0,0,fel,Archdemon
Monster Guide A-B,2042,218,tra,Archmage
Monster Guide A-B,4057,492,tra,Arctic Ogre Lord
Monster Guide A-B,523,524,tok,Bake Kitsune
Monster Guide A-B,514,3082,ter,Ballem
Monster Guide A-B,2139,909,ils,Balron
Monster Guide A-B,1123,3946,ter,Bane Dragon*
Monster Guide A-B,0,0,fel,Barracoon the Piper
Monster Guide A-B,866,3575,ter,Battle Chicken Lizard
Monster Guide A-B,514,3082,ter,Betballem
Monster Guide A-B,1117,671,ils,Betrayer
Monster Guide A-B,1301,1080,tra,Birling Blades
Monster Guide A-B,1344,769,tok,Black Order Assassin
Monster Guide A-B,1344,769,tok,Black Order Grand Mage
Monster Guide A-B,1344,769,tok,Black Order High Executioner
Monster Guide A-B,1344,769,tok,Black Order Mage
Monster Guide A-B,1344,769,tok,Black Order Master Thief
Monster Guide A-B,1344,769,tok,Black Order Thief
Monster Guide A-B,3676,2116,tra,Blackrock Elemental*
Monster Guide A-B,3676,2116,tra,Blackrock Golem*
Monster Guide A-B,1117,671,ils,Blackthorn Juggernaut
Monster Guide A-B,0,0,tra,Blightborn Slime*
Monster Guide A-B,2171,893,ils,Blood Elemental
Monster Guide A-B,4195,3264,tra,Bloodworm
Monster Guide A-B,1120,775,ils,Bog Thing
Monster Guide A-B,1033,772,ils,Bogling
Monster Guide A-B,432,193,mal,Bone Daemon
Monster Guide A-B,627,2182,tra,Bone Knight
Spellweaving Patience & Discipline (Quests),540,992,tra,Heartwood
Spellweaving Patience & Discipline (Quests),534,994,fel,Heartwood
Spellweaving Patience & Discipline (Quests),770,1629,tra,Sanctuary
Spellweaving Patience & Discipline (Quests),771,1629,fel,Sanctuary
Spellweaving Patience & Discipline (Quests),3754,2693,tra,Bales of Cotton
Spellweaving Patience & Discipline (Quests),4567,1473,tra,Cotton
Spellweaving Patience & Discipline (Quests),2913,808,tra,Boards
Spellweaving Patience & Discipline (Quests),1053,1432,mal,Flour & Honey
Spellweaving Patience & Discipline (Quests),1441,1761,tra,Raw Fish Steak
Spellweaving Patience & Discipline (Quests),912,452,ils,Overseers & Minions
Spellweaving Patience & Discipline (Quests),881,1684,tra,Severed Ears
Solen Quests,1464,986,tra,Black Solen Hive (Wind)
Solen Quests,1465,985,fel,Red Solen Hive (Wind)
Solen Quests,1727,814,tra,Solen Hive (Yew)
Solen Quests,1727,814,fel,Solen Hive (Yew)
Solen Quests,2605,764,tra,Solen Hive (Minoc)
Solen Quests,2605,763,fel,Solen Hive (Minoc)
Solen Quests,1691,2786,tra,Solen Hive (Trinsic)
Solen Quests,1694,2787,fel,Solen Hive (Trinsic)
Solen Quests,0,0,tra,Solen Matriarch & Water Supply
Solen Quests,0,0,tra,Solen Queens (East)
Solen Quests,0,0,tra,Ambitious Solen Queen
Solen Quests,0,0,tra,Strange Contraption
Solen Quests,0,0,tra,Solen Queens (West)
Solen Quests,728,1451,tra,Solen Hive (Britain)
Solen Quests,0,0,fel,Solen Queens (East)
Solen Quests,0,0,fel,Solen Matriarch & Water Supply
Solen Quests,0,0,fel,Ambitious Solen Queen
Solen Quests,0,0,fel,Solen Queens (West)
Solen Quests,0,0,fel,Strange Contraption
Solen Quests,729,1451,fel,Solen Hive (Britain)
Vesper (Felucca),2840,873,fel,Adventurer's Friend
Vesper (Felucca),2977,640,fel,Adventurers Supplies
Vesper (Felucca),2894,664,fel,Bubbling Brew
Vesper (Felucca),2958,712,fel,Busy Bees
Vesper (Felucca),3000,777,fel,Butcher's Knife
Vesper (Felucca),2856,910,fel,Champion's of Light
Vesper (Felucca),2919,680,fel,Circles of Magic
Vesper (Felucca),2905,720,fel,Colored Canvas
Vesper (Felucca),2848,929,fel,Counselor's Guild
Vesper (Felucca),3019,768,fel,Farmer's Market
Vesper (Felucca),3014,791,fel,Fisherman's Docks
Vesper (Felucca),2976,817,fel,Fishermen's Guild
Vesper (Felucca),3024,777,fel,Fisherman's Wharf
Vesper (Felucca),2904,794,fel,Gadget's Corner
Vesper (Felucca),2913,808,fel,Hammer and Nail
Vesper (Felucca),2928,852,fel,Healer of Vesper
Vesper (Felucca),2769,976,fel,Ironwood Inn
Vesper (Felucca),2857,856,fel,Ironworks
Vesper (Felucca),2912,680,fel,Magical Light
Vesper (Felucca),3000,833,fel,Magician's Friend
Vesper (Felucca),2993,824,fel,Majestic Boat
Vesper (Felucca),2916,905,fel,Marsh Hall
Vesper (Felucca),2896,673,fel,Mint of Vesper
Vesper (Felucca),2904,737,fel,Musician's Hall
Vesper (Felucca),2864,731,fel,Ore of Vesper
Vesper (Felucca),2780,891,fel,Passage to Lost Lands
Vesper (Felucca),2619,979,fel,Portal to Buccaneer's Den
Vesper (Felucca),2860,801,fel,Ranger's Tool
Vesper (Felucca),2888,721,fel,Shimmering Jewel
Vesper (Felucca),2969,624,fel,Spinning Wheel (North)
Vesper (Felucca),2840,878,fel,Spinning Wheel (South)
Vesper (Felucca),2863,989,fel,Tanner's Shop
Vesper (Felucca),2995,768,fel,Twisted Oven
Vesper (Felucca),2784,866,fel,Vesper Cemetery
Vesper (Felucca),2952,929,fel,Vesper Customs
Vesper (Felucca),3008,827,fel,Vesper Docks
Vesper (Felucca),2752,982,fel,Vesper Guard Tower
Vesper (Felucca),2920,963,fel,Vesper Museum
Vesper (Felucca),2976,875,fel,Vesper Youth Hostel
Vesper (Felucca),2840,801,fel,Warrior's Companion
Jhelom (Felucca),1360,3786,fel,Adventurer's Needle (North)
Jhelom (Felucca),1458,4008,fel,Adventurer's Needle (South)
Jhelom (Felucca),1368,3733,fel,Baker's Dozen
Jhelom (Felucca),1368,3713,fel,Brothers In Arms
Jhelom (Felucca),1472,3872,fel,Call to Arms
Jhelom (Felucca),1425,3704,fel,Counselor's Guild
Jhelom (Felucca),1368,3752,fel,Deadly Intentions
Jhelom (Felucca),1424,3745,fel,Dueling Pits
Jhelom (Felucca),1400,3825,fel,Farmer's Market
Jhelom (Felucca),1464,4024,fel,Finest Cuts
Jhelom (Felucca),1385,3712,fel,First Defense
Jhelom (Felucca),1425,3824,fel,From Tree to Yew
Jhelom (Felucca),1411,3808,fel,Gadgets and Things
Jhelom (Felucca),1440,3864,fel,Hand of Death
Jhelom (Felucca),1433,3776,fel,Horse's Head
Jhelom (Felucca),1449,3864,fel,Jhelom Armory
Jhelom (Felucca),1328,3771,fel,Jhelom Bank and Jeweler
Jhelom (Felucca),1138,3600,fel,Jhelom Bull Farms
Jhelom (Felucca),1293,3721,fel,Jhelom Cemetery
Jhelom (Felucca),1490,3697,fel,Jhelom Docks (East)
Jhelom (Felucca),1127,3681,fel,Jhelom Docks (North)
Jhelom (Felucca),1502,3991,fel,Jhelom Docks (South)
Jhelom (Felucca),1374,3882,fel,Jhelom Docks (West)
Jhelom (Felucca),1409,3792,fel,Jhelom Healer
Jhelom (Felucca),1400,3769,fel,Jhelom Library
Jhelom (Felucca),1426,3992,fel,Jhelom Mage
Jhelom (Felucca),1336,3770,fel,Minax Artifact Turn In Officer
Jhelom (Felucca),1376,3814,fel,Morning Star Inn
Jhelom (Felucca),1434,3800,fel,Needful Things
Jhelom (Felucca),1440,3746,fel,Ocean's Treasure
Jhelom (Felucca),1442,3992,fel,Pearl of Jhelom
Jhelom (Felucca),1440,4009,fel,Performing Arts Centre
Jhelom (Felucca),1449,3752,fel,Sailor's Keeper
Jhelom (Felucca),1448,3721,fel,Second Skin
Jhelom (Felucca),1475,3704,fel,Town Gate (East)
Jhelom (Felucca),1378,3868,fel,Town Gate (West)
Jhelom (Felucca),1424,3859,fel,Warrior's Bounty
Skara Brae (Trammel),595,2152,tra,Bank of Skara Brae
Skara Brae (Trammel),578,2128,tra,Beasts of Burden
Skara Brae (Trammel),593,2216,tra,Bloody Bowman
Skara Brae (Trammel),582,2192,tra,Bountiful Meats
Skara Brae (Trammel),633,2168,tra,Builders' Delight
Skara Brae (Trammel),827,2341,tra,Cotton Farm
Skara Brae (Trammel),617,2144,tra,Counselor's Guild
Skara Brae (Trammel),616,2232,tra,Falconer's Inn
Skara Brae (Trammel),616,2154,tra,Farmer's Market
Skara Brae (Trammel),648,2168,tra,Gore Galore
Skara Brae (Trammel),621,2224,tra,Healer of Skara Brae
Skara Brae (Trammel),609,2184,tra,Mages' Menagerie
Skara Brae (Trammel),592,2170,tra,More Than Just Mail
Skara Brae (Trammel),656,2144,tra,Mystic Treasures
Skara Brae (Trammel),632,2185,tra,On Guard Armory
Skara Brae (Trammel),749,2199,tra,Orc Camp Site
Skara Brae (Trammel),576,2145,tra,Rangers' Guild
Skara Brae (Trammel),568,2177,tra,Shattered Skull
Skara Brae (Trammel),648,2192,tra,Shear Pleasure
Skara Brae (Trammel),587,2152,tra,Skara Brae City Stone
Skara Brae (Trammel),715,2237,tra,Skara Brae Dock (East)
Skara Brae (Trammel),617,2276,tra,Skara Brae Dock (South)
Skara Brae (Trammel),642,2238,tra,Skara Brae Dock (West)
Skara Brae (Trammel),680,2237,tra,Skara Brae Ferry (Cross)
Skara Brae (Trammel),755,2150,tra,Skara Brae Huntmaster
Skara Brae (Trammel),576,2209,tra,Skara Brae Town Hall
Skara Brae (Trammel),592,2225,tra,Sundry Supplies
Skara Brae (Trammel),608,2273,tra,Superior Ships
East & West Britain (Trammel),1660,1648,tra,A Girl's Best Friend
East & West Britain (Trammel),1640,1688,tra,Artistic Armor
East & West Britain (Trammel),1225,1704,tra,Britain Farms
East & West Britain (Trammel),1592,1562,tra,Cavalry Guild
East & West Britain (Trammel),1555,1612,tra,Chamber of Virtue
East & West Britain (Trammel),1633,1672,tra,Counselor's Guild
East & West Britain (Trammel),1530,1672,tra,Cypress Bridge
East & West Britain (Trammel),1675,1601,tra,Detective Branch
East & West Britain (Trammel),1615,1636,tra,East Side Park
East & West Britain (Trammel),1718,1571,tra,Fellowship Hall
East & West Britain (Trammel),1634,1568,tra,Gazebo
East & West Britain (Trammel),1569,1529,tra,Great Northern Bridge
East & West Britain (Trammel),1589,1664,tra,Incantations & Enchantments
East & West Britain (Trammel),1536,1579,tra,Mage's Bridge
East & West Britain (Trammel),1602,1720,tra,Profuse Provisions
East & West Britain (Trammel),1554,1664,tra,Right Fit
East & West Britain (Trammel),1515,1706,tra,River's Gate Bridge
East & West Britain (Trammel),1574,1720,tra,Sage Advice
East & West Britain (Trammel),1610,1592,tra,Salty Dog
East & West Britain (Trammel),1657,1610,tra,Second Britain Bank
East & West Britain (Trammel),1549,1776,tra,Unicorn's Horn
East & West Britain (Trammel),1534,1627,tra,Virtue's Pass
East & West Britain (Trammel),1618,1768,tra,Watch Tower
East & West Britain (Trammel),1600,1589,tra,Wayfarer's Inn
1100-1200 Felucca,1072,369,fel,"1100, 400"
1100-1200 Felucca,1100,500,fel,"1100, 500"
1100-1200 Felucca,1100,601,fel,"1100, 600"
1100-1200 Felucca,1100,700,fel,"1100, 700"
1100-1200 Felucca,1100,800,fel,"1100, 800"
1100-1200 Felucca,1100,900,fel,"1100, 900"
1100-1200 Felucca,1100,1000,fel,"1100, 1000"
1100-1200 Felucca,1100,1100,fel,"1100, 1100"
1100-1200 Felucca,1100,1200,fel,"1100, 1200"
1100-1200 Felucca,1100,1600,fel,"1100, 1600"
1100-1200 Felucca,1104,1800,fel,"1100, 1800"
1100-1200 Felucca,1100,2099,fel,"1100, 2100"
1100-1200 Felucca,1101,2200,fel,"1100, 2200"
1100-1200 Felucca,1100,2300,fel,"1100, 2300"
1100-1200 Felucca,1100,2399,fel,"1100, 2400"
1100-1200 Felucca,1100,2500,fel,"1100, 2500"
1100-1200 Felucca,1100,2700,fel,"1100, 2700"
1100-1200 Felucca,1100,2800,fel,"1100, 2800"
1100-1200 Felucca,1139,2900,fel,"1100, 2900"
1100-1200 Felucca,1100,3000,fel,"1100, 3000"
1100-1200 Felucca,1100,3500,fel,"1100, 3500 Island"
1100-1200 Felucca,1193,128,fel,"1200, 100"
1100-1200 Felucca,1200,200,fel,"1200, 200"
1100-1200 Felucca,1200,300,fel,"1200, 300"
1100-1200 Felucca,1222,400,fel,"1200, 400"
1100-1200 Felucca,1200,500,fel,"1200, 500"
1100-1200 Felucca,1200,600,fel,"1200, 600"
1100-1200 Felucca,1200,700,fel,"1200, 700"
1100-1200 Felucca,1200,800,fel,"1200, 800"
1100-1200 Felucca,1200,902,fel,"1200, 900"
1100-1200 Felucca,1200,1000,fel,"1200, 1000"
1100-1200 Felucca,1199,1075,fel,"1200, 1100"
1100-1200 Felucca,1200,1324,fel,"1200, 1300"
1100-1200 Felucca,1200,1400,fel,"1200, 1400"
1100-1200 Felucca,1200,1500,fel,"1200, 1500"
1100-1200 Felucca,1200,1600,fel,"1200, 1600"
1100-1200 Felucca,1200,1700,fel,"1200, 1700"
1100-1200 Felucca,1200,1800,fel,"1200, 1800"
1100-1200 Felucca,1200,1900,fel,"1200, 1900"
1100-1200 Felucca,1210,2000,fel,"1200, 2000"
1100-1200 Felucca,1200,2101,fel,"1200, 2100"
1100-1200 Felucca,1201,2200,fel,"1200, 2200"
1100-1200 Felucca,1200,2300,fel,"1200, 2300"
1100-1200 Felucca,1200,2400,fel,"1200, 2400"
1100-1200 Felucca,1200,2500,fel,"1200, 2500"
1100-1200 Felucca,1200,2589,fel,"1200, 2600"
1100-1200 Felucca,1200,2700,fel,"1200, 2700"
